Tokens,Count
health service,3
consultations,8
group meeting,2
consultation,25
Introduction,1
Functional,1
Allocation,5
functional,40
guidebook,4
perceived,6
account,15
savings,6
Actual,1
Pounds,3
Costs,4
self,73
hysterosonography,9
comparative study,4
gynaecologist,4
hysteroscopy,26
pain scores,10
One hundred,26
university,19
pain score,13
establish,28
pathology,21
agreement,22
fibroids,19
flexible,5
adhesion,2
not seen,2
uterine,5
success,25
failure,78
saline,14
Saline,2
failed,31
polyps,2
case,89
investigations,31
occlusive arterial disease,4
cerebrovascular disease,8
carotid endarterectomy,2
cerebral haemorrhage,2
revascularisation,7
ischaemic strokes,6
coronary disease,22
high cholesterol,3
concentrations,107
non-compliance,4
proportional,22
simvastatin,37
haemorrhage,6
participant,13
Subsidiary,2
reflecting,3
reductions,53
definitive,20
transient,20
ischaemic,5
allowance,5
matching,19
vascular,43
definite,16
apparent,29
cerebral,7
manifest,4
strokes,15
numbers,35
mmol/L,40
Lower,2
scale,52
entry,40
Much,3
Acute chorioamnionitis,1
intrauterine,25
placenta,13
neonate,3
fetus,8
metronidazole,27
investigator,9
Side effects,9
twice daily,58
competitive,6
tolerance,16
1 month,22
Intent,2
choice,47
Once,6
serotonin reuptake inhibitors,6
Generalized anxiety disorder,2
tricyclic antidepressant,6
personality disorders,1
combination therapies,4
various combinations,2
compulsive disorder,4
anxiety disorders,19
monoamine oxidase,2
anxiety disorder,4
thyroid disorder,1
partial seizure,1
Panic disorder,2
MAO inhibitors,2
psychotherapy,4
Social phobia,2
clomipramine,9
fenfluramine,2
neuroleptics,2
approaching,2
resistance,34
complicate,1
arrhythmia,8
approaches,36
alprazolam,15
illnesses,17
diagnoses,38
substance,3
buspirone,9
serotonin,6
original,40
consider,16
reuptake,7
certain,24
Failure,5
complex,22
Last,2
Then,2
MAO,1
thyroid-stimulating hormone,15
Anti-thyroid antibodies,2
thyroid dysfunction,9
thyroid function,5
abnormal results,2
general practice,17
free thyroxine,5
thyrotoxicosis,2
hypothyroid,11
serum TSH,27
thyroxine,21
Sixty-six,3
T4 level,7
High TSH,2
thyroid,39
females,31
free T4,5
subject,36
males,32
limit,15
view,18
hydrochlorothiazide,9
plasma potassium,3
serum potassium,2
potassium level,2
hypokalaemia,3
complicating,2
Moduretic,1
amiloride,2
started,25
smaller,17
monitor,13
female,36
fixed,33
falls,16
doubt,3
cast,22
Multivariate analysis,4
negative test results,2
urological cancers,1
urological cancer,3
adjusted for age,3
medical records,7
San Francisco,4
test results,11
Surveillance,4
Epidemiology,3
health plan,2
properties,17
urinalysis,7
indicator,13
Hematuria,2
hematuria,8
Personal,2
dipstick,7
prostate,2
bladder,3
3 years,38
Review,7
urine,24
next,9
End,5
streptococcal infection,3
antibiotic prophylaxis,16
active surveillance,2
Antenatal screening,2
streptococcus,10
live births,6
Guidelines,14
stratified,25
providers,9
culture,38
newborn,18
mothers,61
births,23
onset,78
areas,47
Recommendations,10
streptococcal colonization,2
genetic susceptibility,1
autoimmune diabetes,1
glucose tolerance,4
insulin secretion,3
peptide secretion,1
peripheral blood,14
Type 1 diabetes,7
type 1 diabetes,16
autoantibodies,12
destructive,1
deteriorate,1
dependency,3
autoimmune,5
metabolic,18
cellular,4
variable,42
fraction,8
antigens,8
residual,14
insulin,85
altered,7
Special,2
respect,39
type 1,18
immune,7
latent,6
cells,10
named,4
speed,11
right,5
elevated creatinine,1
antiplatelet drugs,2
carotid arteries,2
carotid stenosis,2
vertebrobasilar,2
atherosclerotic,10
anticoagulant,4
arteriography,3
arteriograms,1
Ticlopidine,3
ticlopidine,4
ipsilateral,4
subgroups,31
ischemic,10
aspirin,100
Aspirin,7
carotid,6
warning,1
diffuse,4
corticosteroid injection,7
general practices,10
survival analysis,1
treatment failure,16
shoulder girdle,4
shoulder pain,6
manipulation,10
Netherlands,9
complaints,15
injection,32
shoulder,13
Duration,4
divided,29
Drop,1
clinical examination,25
clinical findings,9
laboratory tests,14
simultaneously,11
data analysis,5
laparoscopic,7
Combinations,6
salpingitis,5
indicators,15
definition,19
categories,24
permitted,4
severely,11
Medline,44
narrow,4
rules,16
pharmaceutical industry,1
effects increased,1
COX-2 inhibitors,7
cyclooxygenase 2,3
peripheral edema,4
Adverse effects,4
COX-2 inhibitor,1
surveillance,24
dysfunction,39
lumiracoxib,2
regressions,1
interaction,29
valdecoxib,2
etoricoxib,2
systematic,52
rofecoxib,41
parecoxib,2
temporal,1
protocol,42
meta,15
Time,5
case-control studies,16
Highly significant,2
prone position,4
mother smoked,2
baby sleeping,2
infant death,2
epidemiology,10
regression,20
isolation,16
Principal,3
sleeping,14
striking,8
European,9
overview,11
separate,24
turning,3
sharing,18
2 weeks,43
alcohol,9
bedding,3
sudden,9
Action,2
Europe,9
ratios,66
Mother,2
shared,4
prone,12
drink,20
bed,26
Diagnostic and Statistical Manual,6
generalized anxiety disorder,4
Mental Disorders,7
panic disorders,4
Panic Disorder,3
panic disorder,26
social phobia,1
Self-Report,4
self-report,13
4th edition,1
Psychiatric,1
Association,18
interview,12
Students,1
Severity,7
measure,47
retest,5
kappa,6
panic,3
selective serotonin reuptake inhibitors,12
post-traumatic stress disorder,2
Clinical Global Impression,4
prospective studies,19
anxiety symptoms,1
social anxiety,1
Improvement,10
incomplete,10
Fifty-nine,1
endpoint,33
course,72
1 or 2,4
SSRIs,23
fail,10
diverticular disease,17
diverticulosis,8
antispasmodic,1
smooth muscle,1
normal limits,2
intestinal,7
electrical,3
roughage,1
Normacol,1
motility,1
Neither,9
tablets,30
transit,5
colonic,3
rhythm,7
stool,17
bran,4
Bran,2
conference proceedings,7
acute phase reactants,2
rheumatoid arthritis,11
psoriatic arthritis,3
global assessment,9
outcome measures,73
Outcome Measures,1
drug companies,2
swollen joint,1
fumaric acid,2
azathioprine,5
methotrexate,6
radiographic,15
quantitative,19
interpreting,3
salazopyrin,4
etretinate,5
contacting,6
disability,40
parenteral,7
Parenteral,1
colchicine,1
auranofin,2
psoriasis,6
arthritis,8
referring,4
languages,2
physician,57
magnitude,27
decisions,20
diseases,28
toxicity,8
low dose,8
marine,1
Search,5
joints,4
joint,6
units,12
gold,2
Are,48
IMI,2
Osgood-Schlatter's disease,2
Osgood-Schlatter disease,8
tibial tubercle,6
osteochondritis,1
mobilization,4
operations,11
evolution,6
cartilage,1
prominent,5
operation,19
reflects,3
Hospital,28
drilling,3
tubercle,4
removal,31
simple,36
loose,3
short,57
Sick,2
response to treatment,9
treatment guidelines,5
gender differences,2
postpartum period,7
bipolar disorder,35
menstrual cycle,12
consideration,15
reproductive,26
prescription,17
surrounding,4
stabilizers,8
consolidate,2
valproate,7
lithium,26
Gender,4
mixed,12
mania,12
mood,32
contraceptives,42
screening for breast cancer,5
screening mammography,7
mammography screening,3
General population,1
life expectancy,15
breast cancer,56
distal radius,3
mammography,28
Mammography,1
preferences,2
Continuing,2
measuring,15
Decision,2
distal,15
radial,2
Deaths,3
play,14
top,7
cultural background,1
informed consent,7
Documentation,1
viewpoint,2
respected,1
essential,12
Informed,2
informed,16
decision,39
autonomy,1
literacy,1
election,1
notation,1
consent,3
person,72
laws,1
comparative studies,6
endocrine disorder,3
hyperprolactinemia,15
pituitary adenoma,3
dopamine agonists,3
dopamine agonist,4
serum prolactin,5
medical therapy,31
bromocriptine,11
Bromocriptine,5
hypothalamic,5
galactorrhea,3
physiologic,7
most likely,14
infertility,25
cabergoline,9
restoration,9
amenorrhea,14
pituitary,7
prolactin,5
uncommon,11
function,66
falling,9
gonadal,6
action,31
weekly,52
mass,16
Hyperprolactinemia,3
inguinal hernias,2
inguinal hernia,7
femoral hernias,2
strangulation,18
waiting list,6
herniation,1
inguinal,7
priority,7
hernias,10
repair,9
bowel,7
groin,8
strangulations,1
cholesterol levels,37
middle age,3
sources,25
inverse,11
hold,3
orbital cellulitis,18
Infectious Disease,1
cloxacillin sodium,1
surgical drainage,3
chloramphenicol,1
Ophthalmology,1
medial rectus,1
displacement,3
intravenous,18
responsible,14
exploration,3
Department,15
thickening,4
cefuroxime,1
cancelled,2
organisms,5
Division,3
admitted,21
CT scans,4
drainage,1
purulent,4
material,9
Eastern,1
Ontario,7
abscess,4
orbital,2
Therapy,6
prompt,18
covers,4
scans,5
nasal,24
sinus,4
orbit,1
pertussis immunoglobulin,1
length of hospital stay,2
Respiratory Infections,2
admission to hospital,5
Insufficient evidence,1
adrenergic agonists,1
coughing paroxysms,1
paroxysmal cough,2
Diphenhydramine,1
whooping cough,14
antihistamines,30
Dexamethasone,1
Specialised,6
salbutamol,6
pertussis,88
countries,27
contains,3
vaccines,7
suppress,3
coughing,5
cyanosis,1
income,12
spells,1
whoops,1
Cough,4
Acute,10
whoop,3
blue,1
thickness of endometrium,3
multicenter study,3
endometrium,17
confidence,18
scheduled,10
curettage,12
atrophic,1
Nordic,1
Before,2
layers,4
5 mm,6
4 mm,6
Plasmodium falciparum malaria,1
Plasmodium falciparum,1
malaria prophylaxis,4
chloroquine,10
Peace Corps,2
mefloquine,24
volunteers,18
Mefloquine,1
travelers,4
proguanil,2
malaria,5
Africa,5
Weekly,2
Mild,4
hematological disorders,1
chronic liver disease,2
folic acid deficiency,2
anorexia nervosa,1
hypothyroidism,88
macrocytosis,16
femtoliters,2
Sixty-seven,1
zidovudine,1
descending,1
alcoholism,10
deficiency,12
phenytoin,1
pregnant,22
habitual,1
drinking,8
anemia,27
Adult,4
MCV,11
chemotherapeutic agents,1
impaired glucose tolerance,17
gestational diabetes,13
insulin resistance,9
Type 2 diabetes,18
follow-up visit,6
cell function,5
randomization,31
troglitazone,4
preservation,4
compensation,3
Intravenous,1
pancreatic,4
Protection,6
endogenous,9
annually,10
Fasting,8
group 1,18
demands,1
degree,39
cell,32
migraine headache,11
dihydroergotamine,12
phenothiazines,2
sumatriptan,5
antiemetic,5
meperidine,2
Relevance,1
ketorolac,2
reducing,117
industry,1
Solitary,1
opiates,1
Oral contraceptives,1
oral contraceptive,25
cigarette smoking,11
physical activity,58
alcohol intake,6
micrograms,20
adjustment,37
progestin,14
ethnicity,13
incident,17
hormones,4
nurses,3
parity,12
pills,2
insulin treatment,6
oral medication,3
critical period,1
hypoglycaemic,4
sulphonylurea,8
NPH insulin,4
Body weight,4
Combination,3
weight gain,43
injections,45
C-peptide,4
bedtime,8
daytime,38
lowered,17
fasting,29
human,23
SEM,6
treatment duration,3
antifungal agents,5
onychomycosis,17
Onychomycosis,1
nail disease,1
dermatophyte,3
itraconazole,23
griseofulvin,14
terbinafine,31
fluconazole,17
most recent,17
antifungal,8
difficult,40
toenail,12
often,93
recur,2
pulse,11
date,38
polyethylene glycol 3350,2
maintenance therapy,3
inpatient treatment,1
clinical diagnosis,19
faecal impaction,7
electrolytes,6
Disimpaction,1
disimpaction,3
lactulose,26
laxative,12
invasive,18
phase 1,4
phase 2,2
sachets,3
6 days,10
7 days,41
PEG,18
extremity fractures,6
Thrombus formation,2
fracture fixation,1
anticoagulation,28
lower extremity,1
incidence study,1
popliteal fossa,2
tibial plateau,2
venous disease,3
tibial plafond,1
stabilization,3
embolization,1
venography,1
extremity,1
bilateral,14
pulmonary,9
fixation,8
progress,5
thrombi,5
occult,5
clots,1
shaft,5
rare,27
hip,62
nonsteroidal anti-inflammatory drugs,9
therapeutic interventions,6
chronic low back pain,19
acute low back pain,32
treatment options,9
muscle relaxants,1
exercise therapy,8
low back pain,39
nonspecific,5
consistency,15
execution,3
schools,2
Strong,1
strong,54
back,19
primary prevention,27
adjustments,3
Framingham,6
percentile,28
diminish,4
includes,29
chronic obstructive pulmonary disease,11
peak expiratory flow,6
long-term treatment,11
airways obstruction,2
anticholinergics,8
symptom control,3
bronchodilator,17
ipratropium,11
Thirty-five,3
salmeterol,24
inhalation,8
elicited,5
morning,19
centre,18
pred,2
peak,24
sGaw,2
instrumental delivery,3
induction of labour,9
Induction of labour,1
induction of labor,10
caesarean section,5
labour induction,9
fetal macrosomia,3
extraction,33
macrosomia,7
Suspected,1
Perinatal,3
policy,33
ferrous sulfate,13
elemental iron,3
conventional,105
Eighty-one,2
matrix,3
tablet,22
wax,3
peak expiratory flow rate,4
chlorofluorocarbons,1
pulmonary function,8
ECONOMIC ANALYSIS,1
decision analysis,3
statistical power,6
CORTICOSTEROIDS,1
BRONCHODILATORS,2
bronchodilators,9
RECOMMENDATIONS,1
compressed air,1
spacer device,3
particle size,1
EFFECTIVENESS,5
prescriptions,8
demonstrable,5
confirmatory,2
inspiration,2
suspensions,1
assessments,25
superiority,5
nebulizers,6
variations,3
propellant,2
ingredient,1
suspended,1
activated,4
mechanism,7
Diskhaler,1
dispersed,1
particles,1
solutions,6
separated,11
companies,13
dependent,19
nebuliser,3
Reporting,4
inhalers,8
pressure,25
releases,1
triggers,1
CLINICAL,2
RESPONSE,1
INHALERS,6
DELIVERY,5
AGONISTS,2
Evidence,17
PATIENTS,2
teaching,4
RESEARCH,1
spacers,5
devices,27
inhaler,22
aerosol,1
Methods,5
TESTING,1
ability,40
ABILITY,1
reasons,24
Asthma,11
device,16
powder,3
oxygen,5
ASTHMA,4
STABLE,2
pounds,7
taught,3
ensure,15
lungs,1
power,26
VITRO,1
vitro,12
needs,14
mask,1
VIVO,1
vivo,2
DOSE,6
BETA,2
uses,11
Dry,1
AND,8
USE,1
hydrofluoroalkanes,1
pneumococcal bacteremia,4
pneumococcal infection,4
pneumococcal vaccine,17
immunization status,2
case-control study,14
immunosuppression,1
hospital records,4
nursing home,11
meningitis,8
iatrogenic,3
knowledge,26
matched,34
vaccine,37
intravenous urography,9
urinary tract stones,4
diagnostic accuracy,13
ureteric stone,1
renal colic,4
interpreted,14
CT protocol,3
imaging,15
pitch,2
mSv,1
ureteric stones,2
antidepressants venlafaxine,1
trigeminal neuralgia,1
Neuropathic pain,1
polyneuropathies,1
level evidence,3
unsatisfactory,3
polyneuropathy,1
central pain,2
Task Force,16
gabapentin,18
pregabalin,7
duloxetine,1
aetiology,3
multiple,53
relieve,39
painful,13
opioids,14
pains,1
head,10
PHN,15
pulmonary artery pressure,1
pulmonary wedge pressure,1
chronic heart failure,10
exercise tolerance,5
transplantation,2
antiadrenergic,2
stroke volume,3
beta-blocker,7
hemodynamic,11
ventricular,12
metoprolol,19
carvedilol,28
exerts,2
urgent,10
lipoprotein cholesterol,24
lipids and lipoproteins,1
Twenty-eight,3
conducting,6
lifestyle,32
modeling,4
density,32
Random,10
microscopic examination,4
bacterial infections,3
antimicrobial agents,3
urine sediment,1
stool smear,1
WBC count,12
band form,1
diarrhea,38
bacteria,8
Febrile,2
cells/L,2
Infants,26
rectal,9
blood,35
mm3,3
cardiovascular risk factor,4
Plasma homocysteine level,1
coronary atherosclerosis,3
pyridoxine hydrochloride,1
folate supplementation,2
myocardial infarctions,8
coronary stenosis,2
cardiac events,8
cyanocobalamin,1
homocysteine,11
Homocysteine,2
vitamin B12,10
restenosis,1
University,25
folic acid,4
vitamin B6,2
Composite,1
unchanged,17
lesion,49
April,47
history and physical examination,9
Community-acquired pneumonia,2
respiratory tract infections,6
community-acquired pneumonia,3
respiratory symptoms,8
chest radiography,5
acute bronchitis,4
ambulatory care,4
auscultation,2
respiratory,16
prognostic,28
vital sign,1
reveals,5
illness,38
chest,18
rule,46
surgical treatment,25
acute tonsillitis,2
Surgical removal,1
tonsillectomy,8
adenoidectomy,5
tonsillitis,1
exclusion,14
tonsils,1
Limited,5
firm,7
laboratory results,2
triglyceride level,2
Total cholesterol,2
Veterans Affairs,8
chart review,14
patient care,2
MEASUREMENT,1
Huntington,2
milligram,1
pharmacy,5
provider,6
OUTCOMES,4
Center,13
notes,5
hypertriglyceridaemia,3
replacement therapy,13
recruitment,11
Recruitment,1
Tamoxifen,8
5 years,52
Italy,2
phase,42
ended,6
far,11
retrospective studies,6
ventricular function,2
ejection fraction,10
cardiac ischemia,2
test sensitivity,6
thrombolysis,10
thrombolytic,1
Diagnostic,9
60 minutes,7
shortened,5
receiver,17
Measures,4
infarct,6
ACI,11
low-cholesterol diet,1
sudden cardiac death,2
unstable angina,9
saturated fat,8
percentiles,5
Examination,13
Cholesterol,15
lovastatin,27
Lovastatin,5
Nutrition,13
extends,3
Program,23
Survey,19
NHANES,7
total serum cholesterol,2
von Willebrand factor,1
inflammatory,44
fluctuations,4
report data,3
circulating,6
stability,10
reactive,5
bottom,3
vertical banded gastroplasty,2
activities of daily living,5
laparoscopic procedures,1
laparoscopic surgery,1
Laparoscopic surgery,1
surgical procedures,9
intensive care unit,6
Social Sciences,2
wound infection,7
morbid obesity,5
Gastric bypass,1
return to work,8
weight change,2
